"","continent","biome","repTree","name","id","institution","countryExpertise","reasonImportance","reason","crop","b_or_f"
"133","Africa","Tropical & Subtropical Moist Broadleaf Forests","Markhamia lutea ","AthanaseMukuralinda ",15,"CIFOR-ICRAF","Rwanda ","Not Meaningful","farmers compensated","corn","boundary"
"134","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","improves soil","corn","boundary"
"135","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","improves microclimate","corn","boundary"
"136","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","improves microclimate","corn","boundary"
"137","Africa","Tropical & Subtropical Moist Broadleaf Forests","Markhamia lutea ","AthanaseMukuralinda ",15,"CIFOR-ICRAF","Rwanda ","Not Meaningful","trees already present","corn","boundary"
"138","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","aesthetics","corn","boundary"
"139","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","trees already present","corn","boundary"
"140","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","improves soil","corn","boundary"
"141","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","produces something of extractive  value","corn","boundary"
"142","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","improves soil","corn","boundary"
"143","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","provides habitat","corn","boundary"
"144","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","improves microclimate","corn","boundary"
"145","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","provides habitat","corn","boundary"
"146","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","aesthetics","corn","boundary"
"147","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","provides habitat","corn","boundary"
"148","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","aesthetics","corn","boundary"
"149","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","farmers compensated","corn","boundary"
"150","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","farmers compensated","corn","boundary"
"151","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","farmers compensated","corn","boundary"
"152","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","trees already present","corn","boundary"
"153","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","trees already present","corn","boundary"
